tileswide 16
tileshigh 14
tilewidth 16
tileheight 16

layer 0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
42,40,40,40,40,40,42,40,40,40,40,45,40,40,40,40,
40,41,40,40,40,40,40,41,40,40,40,44,40,40,40,40,
40,40,41,26,27,28,28,28,43,28,24,16,17,40,40,40,
40,40,35,36,6,37,37,37,37,23,15,1,9,18,40,40,
40,40,34,4,5,7,37,38,38,14,2,25,0,10,40,40,
40,40,33,37,8,37,29,39,39,22,13,3,11,19,40,40,
40,40,40,32,31,30,40,40,40,40,21,12,20,40,40,40,
40,40,40,40,40,40,40,40,40,46,40,40,48,40,40,40,
40,40,40,40,40,40,40,40,46,40,40,40,48,40,40,40,
40,40,40,40,40,40,40,47,40,40,40,40,49,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,

