tileswide 16
tileshigh 14
tilewidth 16
tileheight 16

layer 0
3,23,34,35,36,38,38,44,45,45,46,38,38,1,0,0,
3,22,33,31,37,39,40,38,47,48,49,50,38,1,0,0,
3,22,33,31,31,52,52,52,52,52,26,43,43,1,0,0,
3,22,33,31,31,53,55,52,52,52,26,43,43,1,0,0,
3,22,33,31,31,54,56,57,58,59,26,43,43,1,0,0,
3,22,33,30,29,25,25,25,25,24,41,42,42,1,0,0,
3,21,32,28,27,8,8,8,8,8,8,8,8,1,0,0,
3,20,8,8,8,8,8,8,8,8,8,8,8,1,0,0,
3,20,8,8,8,8,8,8,8,8,8,8,8,1,0,0,
3,19,10,17,8,8,8,8,8,8,8,8,8,1,0,0,
3,4,9,18,17,8,8,8,8,8,8,8,8,1,0,0,
7,4,9,9,18,17,8,8,8,8,8,13,10,1,0,0,
3,4,9,9,9,51,16,16,16,16,15,14,9,1,0,2,
5,6,9,9,9,12,8,8,8,8,11,9,9,1,0,0,

